,Monthly_Revenue,Operating_Costs,Debt_Amount,Customer_Churn_Pct,Owner_Credit_Score,Pending_Invoices_Count,Default_Risk
114,65173.35686849023,32268.199276516807,129725.94213940401,18.28534762481304,841.6281533165948,4.938420495129899,1
115,87788.75606783318,72782.78259019232,32798.10881004443,11.371190797010065,822.9705302593092,23.82112838217185,1
116,81348.84730541587,73837.63424518354,36993.24484718104,14.566265270841077,680.9911732142766,24.95369839211131,1
117,22724.155594173404,21133.654069636323,31640.635363727095,21.15506409117061,742.7014443881732,22.35133160802381,1
118,89793.10485654788,36377.793317333206,86875.16612041688,13.423031887059057,783.7529209770008,16.426156682579517,1
119,56237.512981986816,52131.319202497536,104273.65730194544,14.951776969432416,705.9185424322002,18.96919063874706,1
120,81706.81474058593,65946.13644794597,35775.379632597185,11.709797395615421,526.0202849518671,17.446673569676744,1
121,90128.67349273186,40217.90416447363,101544.2296938855,6.3853028917212615,666.4191195456928,7.569458299122537,0
122,35210.33012232707,22125.54674114767,94213.66878445203,24.38960096267132,795.5409010241152,11.539084127734453,1
123,15454.932830129292,12132.50881526598,48161.72558452756,2.473143580165452,613.692892698755,24.551632834050665,1
124,26653.84044148446,24686.17453733259,34472.826478047566,4.856716393835336,675.904068510333,2.8125868425655653,1
125,45575.23991949435,22344.526834805394,132270.8929996237,18.392475360282422,571.8870276153514,1.161790048258663,1
126,82711.40276263685,38895.3105152643,85450.33044615173,19.035819947529138,788.2769256176251,20.641860737166795,1
127,86769.40540935262,57249.66229085721,105584.88178973302,5.597554147632336,570.6642398221458,25.15261766739843,1
128,5660.452400463117,5278.113699006492,138800.82302574412,16.577831699016585,759.7309715266188,18.51854433369675,1
129,53520.99374486874,50002.44699499322,30809.632518862785,22.352448830903352,723.6898934632613,22.870076830244283,1
130,44654.045299134006,23459.141463877957,52583.14046869132,20.408421994152512,827.4046356755391,29.31945186370293,1
131,26100.241994719374,15024.367611195923,65167.50828782208,2.10299597031175,706.5883907628711,18.928309174083655,1
132,16387.209896699867,14738.944866601809,34934.176607443515,2.9284236372686756,742.8915805227582,13.323659290750568,1
133,37073.441283344655,29813.08308835606,126063.08096279476,12.728409922757084,847.7756213529706,29.795232118025528,1
134,94576.42187168932,88407.5835608992,12510.466363929096,10.09847901811038,614.5902590661783,18.857980100050675,1
135,35704.27854197175,31820.781279616098,35873.91477579974,4.145163886667762,584.3245119101006,5.3245923758021005,1
136,54285.10906561978,28136.12552922399,28655.1204598092,6.4340704692659685,620.7657073429255,20.55412759468308,1
137,71786.8010950419,58710.81895678729,143008.7593022826,23.68880379654725,742.4976518666749,22.293873769915326,1
138,39544.812226032926,16874.20151993041,94103.12431293464,10.461921704957016,666.1582588202534,0.3381968827559878,0
139,97319.29785849126,82702.720629425,107432.2815092512,7.08980055462802,718.3368532339745,12.989906053304189,1
140,96432.49301950057,70478.2872702004,16263.165091341809,5.725267348813887,839.5130661564556,28.38965163649098,1
141,28919.318103409594,26775.110573966816,29101.5835517976,15.57599372262417,688.440056896047,24.48727504748602,1
142,52238.60805977662,48478.36076516342,121483.27071069289,12.682999741694042,732.2134212994112,6.142063264462222,1
143,33583.43943259312,14371.976147936277,85159.62878959785,9.846141763272605,555.8916582077866,9.139393249590297,1
144,32059.846965859422,15654.400630251452,6768.22870091846,10.467063334950184,613.4699882722712,19.805405476849447,1
145,8504.259998680616,5666.506442447627,84850.46491775819,6.6498369692523065,783.8578088085744,27.379711508195175,1
146,62908.6117280902,55593.68886424977,71307.81552508986,19.167273851024344,500.5963831534363,26.34461009704703,1
147,52754.507206741844,44732.911553510996,23054.054816838503,19.219478126034357,713.7462345579283,7.283708689164966,1
148,9890.481368748988,9202.138625516325,88941.1248433468,2.746812167721621,767.0761010085812,20.444637727566786,1
149,31471.414102478087,23287.1553008678,26072.644712316505,6.950656522420219,614.8341210158669,16.925128174597997,1
150,91285.2591668321,49395.36072349826,121717.51593044982,3.413673842451557,603.7225189822341,11.27350259611571,1
151,27758.37961336238,11486.657641955257,92773.39935620446,4.017586608125093,574.6975318343548,9.031288771169635,1
152,18765.012848666192,9806.775293940018,130696.75799413017,24.019411696336636,766.1439417230486,14.949503244385399,1
153,51498.01222636849,39725.57996294248,63699.93945814268,12.466175154363729,843.9712072069926,17.054253833742646,1
154,98636.79314050707,89705.34523394231,76788.13340720213,6.586829928116424,746.3803870663596,26.984484821753608,1
155,27995.25079359254,16139.178573220164,114087.6687546962,24.206497201501005,770.7117114364987,22.474377348718743,1
156,68852.87700355846,60703.270201114196,81941.42860535768,12.949995698273328,610.6832544356624,1.805025738130911,1
157,77353.86345622817,47742.34323219829,85797.6280147707,17.759917178222707,747.50651047496,5.3069348607289015,1
158,27575.56667927797,15705.64158745792,83000.84811039813,24.019533800627297,718.772927698768,7.131806001267332,1
159,74180.55311812666,50432.71230752112,73697.32481086208,23.385100341442467,549.8854670858852,6.180775990054582,1
160,39939.397608329054,25691.03431906618,120854.54866959759,24.18262204901135,729.8887809500131,8.882659843984596,1
161,65069.05390639005,58730.67265985832,72781.74626157468,21.30709967498506,827.0376344373981,12.19234309123473,1
162,65185.322522284994,42862.04308596865,135119.18188789167,18.119019481173893,675.331534551636,0.5069609676514242,1
163,55898.59498710206,30885.900162126418,121292.49690435648,6.812654886995254,805.5406617026799,2.045763757742758,0
164,13577.52815516879,11722.988080176996,103866.00846586764,6.203906363385381,814.6736289925577,19.869864349427164,1
165,84353.7370809776,80078.03437634827,134798.77598405082,10.1100483362501,527.8678798078072,18.021481908337094,1
166,35474.1061723149,26835.95842697003,80563.99663817839,22.70961218269168,791.5033557667243,26.290406890386873,1
167,22719.258487986153,12217.36651536046,123276.14005857456,7.683102289746064,686.4137018095223,28.650449035795233,1
168,8873.638447702571,4714.992636182387,36273.45599461455,6.832572101657736,725.1435433796767,21.95080222179145,1
169,61134.82960288297,26394.270813189072,10946.345832806575,15.247688897438444,540.3086682633367,11.84008850561275,1
170,69368.61437501683,30696.386790413013,102750.09510891238,7.324374282663144,542.369729837416,22.318002492809153,1
171,6575.843748146334,5939.569725622967,45241.545021472855,15.32609192409365,751.8352720676316,17.360893256901377,1
172,53648.840538431694,24306.567996436435,95190.69986798934,16.983416657736743,789.9740170774623,28.291786212546665,1
173,26517.098643804107,17670.70593877291,11609.151815899466,10.142546806158139,843.7036782808359,27.13451126688859,1
174,66291.41508889775,51970.280409691375,143347.16240988008,12.449729410319259,824.375682060381,25.206760333744,1
175,21564.810755474187,18711.681283228485,77267.20165911579,12.748440178927032,784.4811227471055,19.51160254434884,1
176,70639.08511973427,34909.76682632466,1428.9382279518259,4.7708523971523435,839.7787040891812,5.1296699182988394,0
177,41739.857898551054,26745.994081159697,71411.53232450693,4.58688692015117,748.362305706343,23.08990384623942,1
178,93989.34892998978,50595.79246096841,118458.12550005362,5.415713182015429,847.8572573489997,26.364984313230906,1
179,18064.489693869356,9767.518342233261,129782.86159557749,19.411974300679905,630.872443118114,22.527395133145493,1
180,37401.303349774564,21210.71369980185,69189.21397086866,19.661087326344475,518.4392575705623,17.568807748206442,1
181,15779.98451785596,11407.570432680472,18890.475185462845,11.876381936211676,753.1087340522099,22.3311356703188,1
182,92845.89373646346,37984.890090582034,135925.49169555088,2.6210631203086057,581.2058343027225,10.984570599441355,1
183,88347.2385711932,55201.25036781551,147175.55885013117,2.3148295703847,630.2416043297239,4.206336616071816,1
184,29504.45463293978,14833.558540148975,9479.086435087052,24.060677169003434,597.4275858616484,10.141036833042158,1
185,67698.48437324702,63089.24522889012,11710.170995126085,7.263892147080923,502.56374833923036,25.811989716142154,1
186,82636.10901911551,59539.40229048059,84839.17120632216,5.863543578677141,676.3676690698028,26.879562293861195,1
187,57744.07710194892,50667.68526697442,80085.06732554986,3.950496576136022,528.4327872538375,6.017722133582389,1
188,55316.804943820614,28080.441632704653,88298.1986666756,18.085831550856014,577.7492161742377,2.6252055965238466,1
189,27975.96763554291,23653.922197927335,47566.89217507713,18.730704870175746,642.3920510167869,2.9389845542537274,1
190,13844.762941560424,8696.315843622522,7551.46098386324,24.0419792752156,678.5073406605568,16.37152507067608,1
191,90235.49700556604,44913.1015121928,87052.67150305059,21.38212697321859,761.6510017681106,8.011110693014132,1
192,90539.7154305164,74123.49437059861,22716.835484487165,2.5731316037946614,573.4261024796706,12.831276298397906,1
193,65144.63844096046,53360.370969564974,51188.866946383474,20.711131538202228,670.5441754792553,16.364824720699335,1
194,37207.83014962656,35263.28750751643,87367.3765960284,24.24921974431525,737.6078916499544,1.7138903763271351,1
195,38174.90958820278,31666.67898504307,31272.984424969476,14.092035342525007,715.0573713379686,23.677626669272097,1
196,73965.78949267275,35495.95947126591,81369.41176068738,5.7644406571115905,556.1695582156416,5.38215726316145,1
197,90225.47469549482,52096.15371918215,107207.72595819512,7.342247028504627,789.8940981188364,13.541659574303353,1
198,89273.21030518615,57889.19577038971,9867.059162941072,21.26545456920698,506.5172511264579,26.13864246734475,1
199,79088.17685647427,37144.47746612943,92920.85017536712,24.23006864548559,653.411971743892,24.666576847735996,1
200,65993.00638465735,54999.98614351432,76415.1461252812,23.98730194046598,603.8439814232577,26.6578563338319,1
201,12993.29667452964,8961.271368438434,14616.507666569745,13.404185792171916,534.9434821788943,21.349081677136812,1
202,20354.727838988307,18715.09880072194,105951.79652637434,16.186211046149914,766.1802554070608,7.057685934312828,1
203,90362.64791007253,65433.353569907675,46633.458794695034,17.38649776353293,803.8896353978516,11.90414120459718,1
204,62610.760667661045,43050.8144289657,27344.533916654986,11.758618305865898,687.2521725364774,3.0301705335701143,1
205,5873.719903579817,2580.2301997508257,42368.307096778655,23.59010219469464,698.9359217423206,11.182863947451393,1
206,14639.79657227305,7058.435145919076,81930.04089733287,20.836993193178177,695.4657294262387,0.147880139353882,1
207,68032.6680652653,59000.60630241154,87008.44015098184,5.093367647777328,624.30865441282,16.275555494564863,1
208,5480.850465390775,5178.700977921233,25447.72571473703,5.045891398089538,682.2595808670648,1.5529856562773126,1
209,20276.76488466237,12740.875301859522,140495.5064591738,14.897027266290474,693.4965656797157,3.309057157017264,1
210,57129.70998982568,48305.87466242963,49341.54109394858,14.3261204368953,849.2121205599217,17.473196673270053,1
211,70730.04378080586,52706.060313150025,40243.59718517668,2.432781038657936,616.9969672671886,1.975876561343779,1
212,66936.31965274704,62082.271820730486,28008.42165298636,12.475678644455986,774.2815410391382,20.71301960457771,1
213,26305.58439875318,13967.620289504466,18079.077451063047,23.808280901935106,596.911509669093,20.22308846117814,1
214,72657.02602801591,50835.19002960319,147312.28734683784,12.244746328830718,605.2037359048693,27.45336815451019,1
215,27538.663312196008,17207.19504750211,101208.59320069359,17.455993988608284,513.9863999667692,14.057708098563465,1
216,35912.971325130435,25065.23520077578,118054.60974521383,18.19241384313416,551.2482482930453,29.790522488795155,1
217,75916.68348621229,41592.62110637531,60223.04876059296,2.6996889441551413,641.7243117001228,27.65585025241618,1
218,66715.1254094854,44950.0088810132,62191.63220420429,8.412680330789813,783.3224182409585,12.954486309270578,1
219,85676.22399694691,63712.46261473551,148033.75813102204,23.575542987973236,686.2708441470684,9.465710308546878,1
220,67473.22476853261,30003.23358514309,30103.537504597716,13.73517914729499,653.9171422752179,14.660271787351721,1
221,58989.317316869805,47701.297941678204,49039.86966222206,24.51364906817022,792.9837022672593,14.14530196072375,1
222,13899.102943668786,10960.660645835416,29274.231003938112,22.585021001594903,761.5456374058872,4.814701856623559,1
223,39933.001290646185,35310.82351057525,42393.6028926569,8.452898390005576,645.4017943538211,24.05881021913939,1
224,30194.224929763917,19149.81465414497,99536.12861066518,8.137446654412978,846.1866463821841,2.895090624453802,0
225,28179.01612101294,12227.382963570635,46337.52944270475,10.161623392149561,779.0687199825923,3.4828936791245093,0
226,97436.00270148233,63704.01137828532,131328.45720227208,13.707597206462315,643.3548548120024,17.3522315785999,1
227,42344.28384334224,20142.542550018352,7297.582284834225,22.630608274119805,784.4541901627787,6.888398380000686,1
228,89744.42274182577,67855.37639128283,53208.17983132094,13.531989167032624,697.7505265098853,26.53896044138157,1
229,64958.16946973997,27667.135430434664,129106.05104993374,20.0191971829833,520.6672932767298,29.94409768738883,1
230,80507.0738364566,48762.975494490995,93206.75595904361,15.31466836672596,751.9082496394869,4.647155892486045,1
231,52750.52384499325,23503.71299862644,115644.07819392828,7.265848138109804,639.2156756169187,28.16285249857376,1
232,59805.86903950411,24033.080499170683,48546.898822006595,11.698143012924822,753.6660574095115,23.646926637647354,1
233,51789.18091279207,48076.2318802677,55395.725352463385,11.490414466377095,664.7984289584844,11.359656626527691,1
234,23548.083840814226,22320.52320542362,133234.32662908916,24.823223958563805,600.1264896697311,15.996083078386201,1
235,73632.95094984301,51950.00725038646,112436.72838547315,14.647373060499428,603.3090843719332,11.745809260564949,1
236,31673.3744318813,16832.045732158982,57639.09142670688,3.741291170660585,561.7477902611238,15.421522820509596,1
237,7310.016810988114,6587.088825945746,32303.73683808434,15.21683206798663,812.3032240806749,15.438027815462927,1
238,66319.86811118094,60196.56320340673,15943.497185034372,15.028534660969209,833.7023703601213,22.772625888998277,1
239,21825.51454366965,18987.758745035557,129274.19592868611,13.050138087970703,745.2852293229971,19.894702096156053,1
240,94343.56551352686,65984.21912185747,104647.22316075883,9.374491325707844,526.4547405149823,2.327331511474009,1
241,95623.2148152458,42178.079354286456,91101.31852663564,7.702260888482403,670.8996200066294,8.944964318349397,1
242,91912.11707094261,41235.58181214197,116488.17514485195,6.727940992622803,526.3529009077096,2.514750486683055,1
243,40165.07652426722,35873.07192236495,137248.4138573004,4.0995846424173,609.3476678260739,12.816473884190042,1
244,6468.378570242406,5703.20021433138,114238.38896612055,10.701848321124933,513.346038526102,14.497169211484216,1
245,93190.26344583392,59540.982128572345,63098.900807914644,18.551520138298507,848.4149770773806,10.681487921361237,1
246,45677.494090144864,26515.10201654143,26470.5326114643,15.33247804784869,649.6263586886512,5.365692044802502,1
247,96832.2078091486,73037.45083328987,107073.62683561315,2.347216245270774,596.3928300620485,11.057371221216524,1
248,96543.89782347903,81467.92824102982,37008.20148970491,21.187770703131747,528.3291825166366,20.705844210794517,1
249,86035.8982693992,69037.50348955163,117392.00548989318,11.197817107517976,550.3171573265948,3.672080202858896,1
250,32972.64474661064,24352.989238367885,50809.58897361915,18.160685740103997,580.1045687153373,15.743651463130536,1
251,41584.284217182896,21928.68527625906,23515.789967930777,19.565249867854188,655.520723152072,20.941586980871453,1
252,85857.98379410141,46739.16986172425,38197.05819746227,12.960774523819927,548.1641198242581,6.184486062041348,1
253,35107.59048984638,28024.181739097286,39995.73339949361,20.2244312008964,532.7302230340175,27.64351615068213,1
254,21101.810935178786,17755.92718265503,56820.18558552692,16.023280880653367,737.2634618795386,4.069262636132271,1
255,57896.11993354326,26856.52520171246,38593.562080984375,20.317526835285378,707.6544568426839,4.73881654261572,1
256,93934.7035452742,47250.412376526314,33833.624841133525,17.711294936159533,564.094249588679,3.74233347289338,1
257,71122.83068412244,55067.46645698085,58762.33330237425,5.764944322635691,678.2375071799852,23.97974688817235,1
258,59155.81115848967,36318.27387479981,130215.03141171158,7.5389585013623694,582.7850384199845,2.883499745113917,1
259,14231.766908223011,10101.865796725455,10568.37703707833,11.768646553497787,529.8192733726847,15.171641286974234,1
260,63425.686536421126,46817.557870340985,44436.04264380806,10.717926841358118,750.8224882792592,26.630053878835596,1
261,99055.115759905,81909.85467083486,84346.26176785903,9.147148150246858,684.1393472982943,17.067410332519056,1
262,18307.981447469785,15436.2706210883,131172.04393754574,12.6497068774199,711.2871634027713,10.885832480220502,1
263,54241.31697455499,30052.56086225714,42619.77299843015,13.988077594569846,552.7426584038893,13.606140253721508,1
264,88350.44183315577,61643.26957297599,52311.36338179861,22.930998523993516,762.9819322008856,0.781572516678043,1
265,75373.01868664942,35269.9121483573,119692.60534967748,8.900925172942097,769.0308282814981,15.034931276733008,1
